iteration,temperature,throughput,cost,accepted
106,5.878229785513477,0,inf,False
107,5.848838636585909,0,inf,False
108,5.81959444340298,0,inf,False
109,5.790496471185965,0,inf,False
110,5.761543988830035,0,inf,False
111,5.732736268885885,0,inf,False
112,5.7040725875414555,0,inf,False
113,5.675552224603749,0,inf,False
114,5.64717446348073,0,inf,False
115,5.618938591163326,0,inf,False
116,5.59084389820751,0,inf,False
117,5.5628896787164726,0,inf,False
118,5.5350752303228905,0,inf,False
119,5.507399854171276,0,inf,False
120,5.47986285490042,0,inf,False
121,5.452463540625917,0,inf,False
122,5.425201222922787,0,inf,False
123,5.398075216808174,0,inf,False
124,5.371084840724133,0,inf,False
125,5.344229416520512,0,inf,False
126,5.317508269437909,0,inf,False
127,5.29092072809072,0,inf,False
128,5.264466124450267,0,inf,False
129,5.238143793828015,0,inf,False
130,5.211953074858875,0,inf,False
131,5.18589330948458,0,inf,False
132,5.159963842937158,0,inf,False
133,5.134164023722472,0,inf,False
134,5.10849320360386,0,inf,False
135,5.082950737585841,0,inf,False
136,5.057535983897911,0,inf,False
137,5.032248303978422,0,inf,False
138,5.00708706245853,0,inf,False
139,4.982051627146237,0,inf,False
140,4.957141369010507,0,inf,False
141,4.932355662165454,0,inf,False
142,4.907693883854627,0,inf,False
143,4.883155414435354,0,inf,False
144,4.858739637363177,0,inf,False
145,4.834445939176361,0,inf,False
146,4.810273709480479,0,inf,False
147,4.786222340933077,0,inf,False
148,4.762291229228412,0,inf,False
149,4.738479773082269,0,inf,False
150,4.714787374216858,0,inf,False
151,4.691213437345773,0,inf,False
152,4.667757370159045,0,inf,False
153,4.64441858330825,0,inf,False
154,4.621196490391708,0,inf,False
155,4.59809050793975,0,inf,False
156,4.575100055400051,0,inf,False
157,4.5522245551230505,0,inf,False
158,4.529463432347435,0,inf,False
159,4.506816115185698,0,inf,False
160,4.48428203460977,0,inf,False
161,4.461860624436721,0,inf,False
162,4.4395513213145374,0,inf,False
163,4.417353564707965,0,inf,False
164,4.3952667968844255,0,inf,False
165,4.373290462900004,0,inf,False
166,4.351424010585504,0,inf,False
167,4.329666890532576,0,inf,False
168,4.308018556079913,0,inf,False
169,4.286478463299514,0,inf,False
170,4.265046070983017,0,inf,False
171,4.243720840628102,0,inf,False
172,4.222502236424962,0,inf,False
173,4.201389725242837,0,inf,False
174,4.180382776616623,0,inf,False
175,4.15948086273354,0,inf,False
176,4.138683458419872,0,inf,False
177,4.117990041127773,0,inf,False
178,4.097400090922134,0,inf,False
179,4.0769130904675235,0,inf,False
180,4.056528525015186,0,inf,False
181,4.03624588239011,0,inf,False
182,4.01606465297816,0,inf,False
183,3.9959843297132687,0,inf,False
184,3.976004408064702,0,inf,False
185,3.9561243860243787,0,inf,False
186,3.9363437640942567,0,inf,False
187,3.9166620452737853,0,inf,False
188,3.8970787350474163,0,inf,False
189,3.877593341372179,0,inf,False
190,3.858205374665318,0,inf,False
191,3.8389143477919916,0,inf,False
192,3.8197197760530317,0,inf,False
193,3.8006211771727667,0,inf,False
194,3.781618071286903,0,inf,False
195,3.7627099809304685,0,inf,False
196,3.7438964310258163,0,inf,False
197,3.725176948870687,0,inf,False
198,3.7065510641263337,0,inf,False
199,3.688018308805702,0,inf,False
200,3.6695782172616735,0,inf,False
201,3.6512303261753654,0,inf,False
202,3.6329741745444886,0,inf,False
203,3.614809303671766,0,inf,False
204,3.5967352571534073,0,inf,False
205,3.5787515808676402,0,inf,False
206,3.560857822963302,0,inf,False
207,3.5430535338484854,0,inf,False
208,3.525338266179243,0,inf,False
209,3.5077115748483467,0,inf,False
210,3.4901730169741048,0,inf,False
211,3.472722151889234,0,inf,False
212,3.455358541129788,0,inf,False
213,3.438081748424139,0,inf,False
214,3.420891339682018,0,inf,False
215,3.403786882983608,0,inf,False
216,3.38676794856869,0,inf,False
217,3.3698341088258466,0,inf,False
218,3.3529849382817174,0,inf,False
219,3.336220013590309,3.602069316781104e-05,-3.602069316781104e-05,True
220,3.3195389135223574,0,inf,False
221,3.3029412189547456,0,inf,False
222,3.286426512859972,0,inf,False
223,3.269994380295672,0,inf,False
224,3.2536444083941936,0,inf,False
225,3.2373761863522224,0,inf,False
226,3.2211893054204612,0,inf,False
227,3.2050833588933587,0,inf,False
228,3.189057942098892,0,inf,False
229,3.1731126523883972,0,inf,False
230,3.157247089126455,0,inf,False
231,3.141460853680823,0,inf,False
232,3.1257535494124187,0,inf,False
233,3.1101247816653568,0,inf,False
234,3.09457415775703,0,inf,False
235,3.079101286968245,0,inf,False
236,3.0637057805334034,0,inf,False
237,3.048387251630736,0,inf,False
238,3.0331453153725825,0,inf,False
239,3.0179795887957197,0,inf,False
240,3.0028896908517413,0,inf,False
241,2.9878752423974824,0,inf,False
242,2.972935866185495,0,inf,False
243,2.9580711868545677,0,inf,False
244,2.943280830920295,0,inf,False
245,2.9285644267656936,0,inf,False
246,2.9139216046318652,0,inf,False
247,2.899351996608706,0,inf,False
248,2.8848552366256626,0,inf,False
249,2.870430960442534,0,inf,False
250,2.8560788056403217,0,inf,False
251,2.84179841161212,0,inf,False
252,2.8275894195540596,0,inf,False
253,2.8134514724562893,0,inf,False
254,2.799384215094008,0,inf,False
255,2.7853872940185376,0,inf,False
256,2.771460357548445,0,inf,False
257,2.7576030557607027,0,inf,False
258,2.7438150404818993,0,inf,False
259,2.7300959652794896,0,inf,False
260,2.716445485453092,0,inf,False
261,2.7028632580258267,0,inf,False
262,2.6893489417356977,0,inf,False
263,2.6759021970270194,0,inf,False
264,2.6625226860418842,0,inf,False
265,2.649210072611675,0,inf,False
266,2.6359640222486167,0,inf,False
267,2.6227842021373737,0,inf,False
268,2.6096702811266868,0,inf,False
269,2.5966219297210533,0,inf,False
270,2.583638820072448,0,inf,False
271,2.5707206259720854,0,inf,False
272,2.557867022842225,0,inf,False
273,2.5450776877280137,0,inf,False
274,2.5323522992893737,0,inf,False
275,2.519690537792927,0,inf,False
276,2.507092085103962,3.2972618383652575e-05,-3.2972618383652575e-05,True
277,2.4945566246784425,0,inf,False
278,2.4820838415550504,0,inf,False
279,2.469673422347275,0,inf,False
280,2.457325055235539,0,inf,False
281,2.4450384299593613,0,inf,False
282,2.4328132378095644,0,inf,False
283,2.4206491716205165,0,inf,False
284,2.408545925762414,0,inf,False
285,2.396503196133602,0,inf,False
286,2.3845206801529337,0,inf,False
287,2.372598076752169,0,inf,False
288,2.360735086368408,0,inf,False
289,2.348931410936566,0,inf,False
290,2.337186753881883,0,inf,False
291,2.325500820112474,0,inf,False
292,2.3138733160119114,0,inf,False
293,2.302303949431852,0,inf,False
294,2.290792429684693,0,inf,False
295,2.2793384675362693,0,inf,False
296,2.267941775198588,0,inf,False
297,2.256602066322595,0,inf,False
298,2.245319055990982,0,inf,False
299,2.234092460711027,0,inf,False
300,2.2229219984074717,0,inf,False
301,2.2118073884154343,0,inf,False
302,2.200748351473357,0,inf,False
303,2.1897446097159903,0,inf,False
304,2.17879588666741,0,inf,False
305,2.1679019072340733,0,inf,False
306,2.157062397697903,0,inf,False
307,2.1462770857094133,0,inf,False
308,2.135545700280866,0,inf,False
309,2.124867971779462,0,inf,False
310,2.1142436319205644,0,inf,False
311,2.1036724137609615,0,inf,False
312,2.0931540516921565,0,inf,False
313,2.0826882814336956,0,inf,False
314,2.072274840026527,0,inf,False
315,2.0619134658263945,0,inf,False
316,2.0516038984972624,0,inf,False
317,2.0413458790047763,0,inf,False
318,2.031139149609752,0,inf,False
319,2.0209834538617035,0,inf,False
320,2.010878536592395,0,inf,False
321,2.000824143909433,0,inf,False
322,1.9908200231898858,0,inf,False
323,1.9808659230739365,0,inf,False
324,1.9709615934585667,0,inf,False
325,1.9611067854912738,0,inf,False
326,1.9513012515638175,0,inf,False
327,1.9415447453059984,0,inf,False
328,1.9318370215794685,0,inf,False
329,1.9221778364715711,0,inf,False
330,1.9125669472892133,0,inf,False
331,1.9030041125527672,0,inf,False
332,1.8934890919900034,0,inf,False
333,1.8840216465300534,0,inf,False
334,1.874601538297403,0,inf,False
335,1.865228530605916,0,inf,False
336,1.8559023879528864,0,inf,False
337,1.846622876013122,0,inf,False
338,1.8373897616330563,0,inf,False
339,1.828202812824891,0,inf,False
340,1.8190617987607667,0,inf,False
341,1.8099664897669627,0,inf,False
342,1.800916657318128,0,inf,False
343,1.7919120740315373,0,inf,False
344,1.7829525136613795,0,inf,False
345,1.7740377510930727,0,inf,False
346,1.7651675623376073,0,inf,False
347,1.7563417245259192,0,inf,False
348,1.7475600159032896,0,inf,False
349,1.7388222158237732,0,inf,False
350,1.7301281047446544,0,inf,False
351,1.7214774642209312,0,inf,False
352,1.7128700768998266,0,inf,False
353,1.7043057265153274,0,inf,False
354,1.6957841978827508,0,inf,False
355,1.687305276893337,0,inf,False
356,1.6788687505088702,0,inf,False
357,1.6704744067563257,0,inf,False
358,1.662122034722544,0,inf,False
359,1.6538114245489313,0,inf,False
360,1.6455423674261866,0,inf,False
361,1.6373146555890556,0,inf,False
362,1.6291280823111103,0,inf,False
363,1.6209824418995546,0,inf,False
364,1.6128775296900568,0,inf,False
365,1.6048131420416065,0,inf,False
366,1.5967890763313985,0,inf,False
367,1.5888051309497415,0,inf,False
368,1.5808611052949928,0,inf,False
369,1.5729567997685179,0,inf,False
370,1.5650920157696753,0,inf,False
371,1.557266555690827,0,inf,False
372,1.5494802229123728,0,inf,False
373,1.5417328217978108,0,inf,False
374,1.5340241576888218,0,inf,False
375,1.5263540369003776,0,inf,False
376,1.5187222667158757,0,inf,False
377,1.5111286553822965,0,inf,False
378,1.503573012105385,0,inf,False
379,1.496055147044858,0,inf,False
380,1.4885748713096336,0,inf,False
381,1.4811319969530854,0,inf,False
382,1.47372633696832,0,inf,False
383,1.4663577052834784,0,inf,False
384,1.459025916757061,0,inf,False
385,1.4517307871732756,0,inf,False
386,1.4444721332374093,0,inf,False
387,1.4372497725712223,0,inf,False
388,1.4300635237083663,0,inf,False
389,1.4229132060898244,0,inf,False
390,1.4157986400593754,0,inf,False
391,1.4087196468590786,0,inf,False
392,1.4016760486247832,0,inf,False
393,1.3946676683816592,0,inf,False
394,1.3876943300397508,0,inf,False
395,1.380755858389552,0,inf,False
396,1.3738520790976043,0,inf,False
397,1.3669828187021162,0,inf,False
398,1.3601479046086056,0,inf,False
399,1.3533471650855626,0,inf,False
400,1.3465804292601349,0,inf,False
401,1.3398475271138341,0,inf,False
402,1.333148289478265,0,inf,False
403,1.3264825480308735,3.439781972859432e-05,-3.439781972859432e-05,True
404,1.319850135290719,0,inf,False
405,1.3132508846142654,0,inf,False
406,1.306684630191194,0,inf,False
407,1.3001512070402381,0,inf,False
408,1.2936504510050368,0,inf,False
409,1.2871821987500116,0,inf,False
410,1.2807462877562616,0,inf,False
411,1.2743425563174804,0,inf,False
412,1.267970843535893,0,inf,False
413,1.2616309893182134,0,inf,False
414,1.2553228343716223,0,inf,False
415,1.249046220199764,0.00016437068218764226,-0.00016437068218764226,True
416,1.2428009890987652,0,inf,False
417,1.2365869841532715,0,inf,False
418,1.2304040492325052,0,inf,False
419,1.2242520289863428,0,inf,False
420,1.2181307688414111,0,inf,False
421,1.212040114997204,0,inf,False
422,1.2059799144222179,0,inf,False
423,1.1999500148501068,0,inf,False
424,1.1939502647758562,0,inf,False
425,1.187980513451977,0,inf,False
426,1.182040610884717,0,inf,False
427,1.1761304078302934,0,inf,False
428,1.170249755791142,0,inf,False
429,1.1643985070121863,0,inf,False
430,1.1585765144771254,0,inf,False
431,1.1527836319047398,0,inf,False
432,1.147019713745216,0,inf,False
433,1.14128461517649,0,inf,False
434,1.1355781921006074,0,inf,False
435,1.1299003011401043,0,inf,False
436,1.1242507996344038,0,inf,False
437,1.1186295456362318,0,inf,False
438,1.1130363979080506,0,inf,False
439,1.1074712159185103,0,inf,False
440,1.1019338598389177,0,inf,False
441,1.0964241905397232,0,inf,False
442,1.0909420695870247,0,inf,False
443,1.0854873592390895,0,inf,False
444,1.080059922442894,0,inf,False
445,1.0746596228306795,0,inf,False
446,1.069286324716526,0,inf,False
447,1.0639398930929433,0,inf,False
448,1.0586201936274786,0,inf,False
449,1.0533270926593412,0,inf,False
450,1.0480604571960446,0,inf,False
451,1.0428201549100644,0,inf,False
452,1.037606054135514,0,inf,False
453,1.0324180238648366,0,inf,False
454,1.0272559337455125,0,inf,False
455,1.022119654076785,0,inf,False
456,1.017009055806401,0,inf,False
457,1.011924010527369,0,inf,False
458,1.006864390474732,0,inf,False
459,1.0018300685223585,0,inf,False
460,0.9968209181797466,0,inf,False
461,0.9918368135888479,0,inf,False
462,0.9868776295209036,0,inf,False
463,0.9819432413732991,0,inf,False
464,0.9770335251664326,0,inf,False
465,0.9721483575406005,0,inf,False
466,0.9672876157528975,0,inf,False
467,0.962451177674133,0,inf,False
468,0.9576389217857624,0,inf,False
469,0.9528507271768336,0,inf,False
470,0.9480864735409494,0,inf,False
471,0.9433460411732447,0,inf,False
472,0.9386293109673784,0,inf,False
473,0.9339361644125416,0,inf,False
474,0.9292664835904788,0,inf,False
475,0.9246201511725264,0,inf,False
476,0.9199970504166638,0,inf,False
477,0.9153970651645805,0,inf,False
478,0.9108200798387576,0,inf,False
479,0.9062659794395638,0,inf,False
480,0.9017346495423659,0,inf,False
481,0.8972259762946541,0,inf,False
482,0.8927398464131808,0,inf,False
483,0.8882761471811149,0,inf,False
484,0.8838347664452093,0,inf,False
485,0.8794155926129833,4.368020585607416e-05,-4.368020585607416e-05,True
486,0.8750185146499184,0,inf,False
487,0.8706434220766688,0,inf,False
488,0.8662902049662854,0,inf,False
489,0.8619587539414539,0,inf,False
490,0.8576489601717466,0,inf,False
491,0.8533607153708879,0,inf,False
492,0.8490939117940334,0,inf,False
493,0.8448484422350632,0,inf,False
494,0.8406242000238878,0,inf,False
495,0.8364210790237684,0,inf,False
496,0.8322389736286495,0,inf,False
497,0.8280777787605063,0,inf,False
498,0.8239373898667037,0,inf,False
499,0.8198177029173702,0,inf,False
500,0.8157186144027834,0,inf,False
501,0.8116400213307694,0,inf,False
502,0.8075818212241156,0,inf,False
503,0.803543912117995,0,inf,False
504,0.7995261925574051,0,inf,False
505,0.795528561594618,0,inf,False
506,0.791550918786645,0,inf,False
507,0.7875931641927117,0,inf,False
508,0.7836551983717482,0,inf,False
509,0.7797369223798895,0,inf,False
510,0.77583823776799,0,inf,False
511,0.77195904657915,0,inf,False
512,0.7680992513462543,0,inf,False
513,0.764258755089523,0,inf,False
514,0.7604374613140754,0,inf,False
515,0.7566352740075051,0,inf,False
516,0.7528520976374675,0,inf,False
517,0.7490878371492802,0,inf,False
518,0.7453423979635337,0,inf,False
519,0.7416156859737161,0,inf,False
520,0.7379076075438475,0,inf,False
521,0.7342180695061283,0,inf,False
522,0.7305469791585977,0,inf,False
523,0.7268942442628047,0,inf,False
524,0.7232597730414907,0,inf,False
525,0.7196434741762833,0,inf,False
526,0.7160452568054019,0,inf,False
527,0.7124650305213749,0,inf,False
528,0.708902705368768,0,inf,False
529,0.7053581918419242,0,inf,False
530,0.7018314008827146,0,inf,False
531,0.698322243878301,0,inf,False
532,0.6948306326589095,0,inf,False
533,0.691356479495615,0,inf,False
534,0.6878996970981369,0,inf,False
535,0.6844601986126463,0,inf,False
536,0.681037897619583,0,inf,False
537,0.6776327081314851,0,inf,False
538,0.6742445445908277,0,inf,False
539,0.6708733218678736,0,inf,False
540,0.6675189552585342,0,inf,False
541,0.6641813604822415,0,inf,False
542,0.6608604536798303,0,inf,False
543,0.6575561514114311,0,inf,False
544,0.6542683706543739,0,inf,False
545,0.6509970288011021,0,inf,False
546,0.6477420436570966,0,inf,False
547,0.6445033334388112,0,inf,False
548,0.6412808167716171,0,inf,False
549,0.638074412687759,0,inf,False
550,0.6348840406243202,0,inf,False
551,0.6317096204211986,0,inf,False
552,0.6285510723190926,0,inf,False
553,0.6254083169574971,0,inf,False
554,0.6222812753727096,0,inf,False
555,0.619169868995846,0,inf,False
556,0.6160740196508668,0,inf,False
557,0.6129936495526125,0,inf,False
558,0.6099286813048495,0,inf,False
559,0.6068790378983252,0,inf,False
560,0.6038446427088335,0,inf,False
561,0.6008254194952893,0,inf,False
562,0.5978212923978129,0,inf,False
563,0.5948321859358239,0,inf,False
564,0.5918580250061447,0,inf,False
565,0.588898734881114,0,inf,False
566,0.5859542412067085,0,inf,False
567,0.5830244700006749,0,inf,False
568,0.5801093476506716,0,inf,False
569,0.5772088009124182,0,inf,False
570,0.5743227569078562,0,inf,False
571,0.5714511431233169,0,inf,False
572,0.5685938874077003,0,inf,False
573,0.5657509179706618,0,inf,False
574,0.5629221633808085,0,inf,False
575,0.5601075525639044,0,inf,False
576,0.5573070148010849,0,inf,False
577,0.5545204797270795,0,inf,False
578,0.5517478773284441,0,inf,False
579,0.5489891379418019,0,inf,False
580,0.5462441922520929,0,inf,False
581,0.5435129712908324,0,inf,False
582,0.5407954064343783,0,inf,False
583,0.5380914294022064,0,inf,False
584,0.5354009722551955,0,inf,False
585,0.5327239673939195,0,inf,False
586,0.5300603475569499,0,inf,False
587,0.5274100458191651,0,inf,False
588,0.5247729955900692,0,inf,False
589,0.5221491306121189,0,inf,False
590,0.5195383849590582,0,inf,False
591,0.5169406930342629,0,inf,False
592,0.5143559895690916,0,inf,False
593,0.5117842096212462,0,inf,False
594,0.5092252885731399,0,inf,False
595,0.5066791621302742,0,inf,False
596,0.5041457663196228,0,inf,False
597,0.5016250374880247,0,inf,False
598,0.4991169123005845,0,inf,False
599,0.4966213277390816,0,inf,False
600,0.4941382211003862,0,inf,False
601,0.4916675299948843,0,inf,False
602,0.48920919234490984,0,inf,False
603,0.4867631463831853,0,inf,False
604,0.4843293306512694,0,inf,False
605,0.48190768399801304,0,inf,False
606,0.47949814557802295,0,inf,False
607,0.4771006548501328,0,inf,False
608,0.4747151515758821,0,inf,False
609,0.47234157581800273,0,inf,False
610,0.4699798679389127,0,inf,False
611,0.4676299685992182,0,inf,False
612,0.4652918187562221,0,inf,False
613,0.462965359662441,0,inf,False
614,0.4606505328641288,0,inf,False
615,0.4583472801998082,0,inf,False
616,0.45605554379880914,0,inf,False
617,0.4537752660798151,0,inf,False
618,0.45150638974941604,0,inf,False
619,0.449248857800669,0,inf,False
620,0.44700261351166565,0,inf,False
621,0.4447676004441073,0,inf,False
622,0.44254376244188676,0,inf,False
623,0.44033104362967734,0,inf,False
624,0.43812938841152893,0,inf,False
625,0.43593874146947126,0,inf,False
626,0.4337590477621239,0,inf,False
627,0.43159025252331323,0,inf,False
628,0.42943230126069665,0,inf,False
629,0.42728513975439314,0,inf,False
630,0.42514871405562116,0,inf,False
631,0.42302297048534304,0,inf,False
632,0.42090785563291633,0,inf,False
633,0.41880331635475176,0,inf,False
634,0.416709299772978,0,inf,False
635,0.4146257532741131,0,inf,False
636,0.41255262450774255,0,inf,False
637,0.4104898613852038,0,inf,False
638,0.40843741207827783,0,inf,False
639,0.40639522501788644,0,inf,False
640,0.404363248892797,0,inf,False
641,0.402341432648333,0,inf,False
642,0.4003297254850913,0,inf,False
643,0.39832807685766586,0,inf,False
644,0.3963364364733775,0,inf,False
645,0.39435475429101063,0,inf,False
646,0.39238298051955556,0,inf,False
647,0.3904210656169578,0,inf,False
648,0.388468960288873,0,inf,False
649,0.38652661548742867,0,inf,False
650,0.38459398240999154,0,inf,False
651,0.3826710124979416,0,inf,False
652,0.3807576574354519,0,inf,False
653,0.3788538691482747,0,inf,False
654,0.3769595998025333,0,inf,False
655,0.37507480180352065,0,inf,False
656,0.37319942779450305,0,inf,False
657,0.37133343065553054,0,inf,False
658,0.3694767635022529,0,inf,False
659,0.36762937968474163,0,inf,False
660,0.3657912327863179,0,inf,False
661,0.36396227662238634,0,inf,False
662,0.3621424652392744,0,inf,False
663,0.360331752913078,0,inf,False
664,0.3585300941485126,0,inf,False
665,0.35673744367777005,0,inf,False
666,0.3549537564593812,0,inf,False
667,0.3531789876770843,0,inf,False
668,0.35141309273869886,0,inf,False
669,0.3496560272750054,0,inf,False
670,0.3479077471386304,0,inf,False
671,0.3461682084029372,0,inf,False
672,0.3444373673609225,0,inf,False
673,0.34271518052411787,0,inf,False
674,0.34100160462149726,0,inf,False
675,0.3392965965983898,0,inf,False
676,0.3376001136153978,0,inf,False
677,0.3359121130473208,0,inf,False
678,0.3342325524820842,0,inf,False
679,0.3325613897196738,0,inf,False
680,0.3308985827710754,0,inf,False
681,0.32924408985722003,0,inf,False
682,0.32759786940793395,0.00010272820428530705,-0.00010272820428530705,True
683,0.32595988006089427,0,inf,False
684,0.32433008066058977,0,inf,False
685,0.3227084302572868,0,inf,False
686,0.32109488810600034,0,inf,False
687,0.31948941366547035,0,inf,False
688,0.31789196659714297,0,inf,False
689,0.3163025067641573,0,inf,False
690,0.3147209942303365,0,inf,False
691,0.31314738925918484,0,inf,False
692,0.3115816523128889,0,inf,False
693,0.3100237440513245,0,inf,False
694,0.30847362533106787,0,inf,False
695,0.30693125720441256,0,inf,False
696,0.3053966009183905,0,inf,False
697,0.3038696179137985,0,inf,False
698,0.3023502698242295,0,inf,False
699,0.3008385184751084,0,inf,False
700,0.29933432588273284,0,inf,False
701,0.29783765425331915,0,inf,False
702,0.29634846598205256,0,inf,False
703,0.2948667236521423,6.791646546413774e-05,-6.791646546413774e-05,True
704,0.29339239003388157,0,inf,False
705,0.29192542808371214,0,inf,False
706,0.29046580094329355,0,inf,False
707,0.28901347193857707,0,inf,False
708,0.28756840457888416,0,inf,False
709,0.28613056255598973,0,inf,False
710,0.2846999097432098,0,inf,False
711,0.28327641019449373,0,inf,False
712,0.2818600281435213,0,inf,False
713,0.2804507280028037,0,inf,False
714,0.2790484743627897,0,inf,False
715,0.27765323199097575,0,inf,False
716,0.2762649658310209,0,inf,False
717,0.2748836410018658,0,inf,False
718,0.27350922279685647,0,inf,False
719,0.2721416766828722,0,inf,False
720,0.27078096829945786,0,inf,False
721,0.2694270634579606,0,inf,False
722,0.2680799281406708,0,inf,False
723,0.2667395284999674,0,inf,False
724,0.26540583085746755,0,inf,False
725,0.2640788017031802,0,inf,False
726,0.2627584076946643,0,inf,False
727,0.261444615656191,0,inf,False
728,0.26013739257791,0,inf,False
729,0.2588367056150205,0,inf,False
730,0.2575425220869454,0,inf,False
731,0.25625480947651064,0,inf,False
732,0.2549735354291281,0,inf,False
733,0.25369866775198247,0,inf,False
734,0.2524301744132226,0,inf,False
735,0.25116802354115647,0,inf,False
736,0.2499121834234507,0,inf,False
737,0.24866262250633345,0,inf,False
738,0.24741930939380177,0,inf,False
739,0.24618221284683275,0,inf,False
740,0.24495130178259858,0,inf,False
741,0.2437265452736856,0,inf,False
742,0.24250791254731716,0,inf,False
743,0.24129537298458056,0,inf,False
744,0.24008889611965767,0,inf,False
745,0.2388884516390594,0,inf,False
746,0.2376940093808641,0,inf,False
747,0.2365055393339598,0,inf,False
748,0.23532301163729,0,inf,False
749,0.23414639657910355,0,inf,False
750,0.23297566459620803,0,inf,False
751,0.231810786273227,0,inf,False
752,0.23065173234186084,0,inf,False
753,0.22949847368015153,0,inf,False
754,0.22835098131175077,0,inf,False
755,0.227209226405192,0,inf,False
756,0.22607318027316606,0,inf,False
757,0.22494281437180022,0,inf,False
758,0.22381810029994123,0,inf,False
759,0.2226990097984415,0,inf,False
760,0.2215855147494493,0,inf,False
761,0.22047758717570204,0,inf,False
762,0.21937519923982352,0,inf,False
763,0.2182783232436244,0,inf,False
764,0.21718693162740627,0,inf,False
765,0.21610099696926924,0,inf,False
766,0.21502049198442288,0,inf,False
767,0.21394538952450076,0,inf,False
768,0.21287566257687826,0,inf,False
769,0.21181128426399387,0,inf,False
770,0.2107522278426739,0,inf,False
771,0.2096984667034605,0,inf,False
772,0.2086499743699432,0,inf,False
773,0.20760672449809348,0,inf,False
774,0.206568690875603,0,inf,False
775,0.205535847421225,0,inf,False
776,0.20450816818411888,0,inf,False
777,0.20348562734319828,0,inf,False
778,0.2024681992064823,0,inf,False
779,0.20145585821044987,0,inf,False
780,0.20044857891939763,0,inf,False
781,0.19944633602480064,0,inf,False
782,0.19844910434467664,0,inf,False
